Mod:Item:MetaData, Localized Name
harvestcraft:marshmellowsitem, Marshmallows
harvestcraft:donutitem, Donut
harvestcraft:chocolatedonutitem, Chocolate Donut
harvestcraft:powdereddonutitem, Powdered Donut
harvestcraft:jellydonutitem, Jelly Donut
harvestcraft:frosteddonutitem, Frosted Donut
harvestcraft:cactussoupitem, Cactus Soup
harvestcraft:wafflesitem, Waffles
harvestcraft:seedsoupitem, Seed Soup
harvestcraft:softpretzelitem, Soft Pretzel
harvestcraft:jellybeansitem, Jellybeans
harvestcraft:biscuititem, Biscuit
harvestcraft:creamcookieitem, Cream Cookie
harvestcraft:jaffaitem, Jaffa
harvestcraft:friedchickenitem, Fried Chicken
harvestcraft:footlongitem, Footlong
harvestcraft:blueberryyogurtitem, Blueberry Yogurt
harvestcraft:lemonyogurtitem, Lemon Yogurt
harvestcraft:cherryyogurtitem, Cherry Yogurt
harvestcraft:strawberryyogurtitem, Strawberry Yogurt
harvestcraft:grapeyogurtitem, Grape Yogurt
harvestcraft:chocolateyogurtitem, Chocolate Yogurt
harvestcraft:blackberrycobbleritem, Blackberry Cobbler
harvestcraft:blackberrysmoothieitem, Blackberry Smoothie
harvestcraft:blackberryyogurtitem, Blackberry Yogurt
harvestcraft:chocolatemilkitem, Chocolate Milk
harvestcraft:pumpkinyogurtitem, Pumpkin Yogurt
harvestcraft:raspberrypieitem, Raspberry Pie
harvestcraft:raspberrysmoothieitem, Raspberry Smoothie
harvestcraft:raspberryyogurtitem, Raspberry Yogurt
harvestcraft:cinnamonsugardonutitem, Cinnamon Sugar Donut
harvestcraft:melonyogurtitem, Melon Yogurt
harvestcraft:kiwismoothieitem, Kiwi Smoothie
harvestcraft:kiwiyogurtitem, Kiwi Yogurt
harvestcraft:plainyogurtitem, Plain Yogurt
harvestcraft:appleyogurtitem, Apple Yogurt
harvestcraft:saltedsunflowerseedsitem, Salted Sunflower Seeds
harvestcraft:sunflowerwheatrollsitem, Sunflower Wheat Rolls
harvestcraft:sunflowerbroccolisaladitem, Sunflower Broccoli Salad
harvestcraft:cranberrysauceitem, Cranberry Sauce
harvestcraft:cranberrybaritem, Cranberry Bar
harvestcraft:peppermintitem, Peppermint
harvestcraft:blackpepperitem, Black Pepper
harvestcraft:groundcinnamonitem, Ground Cinnamon
harvestcraft:groundnutmegitem, Ground Nutmeg
harvestcraft:oliveoilitem, Cooking Oil
harvestcraft:baklavaitem, Baklava
harvestcraft:gummybearsitem, Gummy Bears
harvestcraft:fruitpunchitem, Fruit Punch
harvestcraft:meatystewitem, Meaty Stew
harvestcraft:mixedsaladitem, Mixed Salad
harvestcraft:pinacoladaitem, Pinacolada
harvestcraft:saladdressingitem, Salad Dressing
harvestcraft:shepardspieitem, Shepherd's Pie
harvestcraft:eggnogitem, Egg Nog
harvestcraft:custarditem, Custard
harvestcraft:sushiitem, Sushi
harvestcraft:gardensoupitem, Garden Soup
harvestcraft:applejellyitem, Apple Jelly
harvestcraft:applejellysandwichitem, Apple Jelly Sandwich
harvestcraft:blackberryjellyitem, Blackberry Jelly
harvestcraft:blackberryjellysandwichitem, Blackberry Jelly Sandwich
harvestcraft:blueberryjellyitem, Blueberry Jelly
harvestcraft:blueberryjellysandwichitem, Blueberry Jelly Sandwich
harvestcraft:cherryjellyitem, Cherry Jelly
harvestcraft:cherryjellysandwichitem, Cherry Jelly Sandwich
harvestcraft:cranberryjellyitem, Cranberry Jelly
harvestcraft:cranberryjellysandwichitem, Cranberry Jelly Sandwich
harvestcraft:kiwijellyitem, Kiwi Jelly
harvestcraft:kiwijellysandwichitem, Kiwi Jelly Sandwich
harvestcraft:lemonjellyitem, Lemon Jelly
harvestcraft:lemonjellysandwichitem, Lemon Jelly Sandwich
harvestcraft:limejellyitem, Lime Jelly
harvestcraft:limejellysandwichitem, Lime Jelly Sandwich
harvestcraft:mangojellyitem, Mango Jelly
harvestcraft:mangojellysandwichitem, Mango Jelly Sandwich
harvestcraft:orangejellyitem, Orange Jelly
harvestcraft:orangejellysandwichitem, Orange Jelly Sandwich
harvestcraft:papayajellyitem, Papaya Jelly
harvestcraft:papayajellysandwichitem, Papaya Jelly Sandwich
harvestcraft:peachjellyitem, Peach Jelly
harvestcraft:peachjellysandwichitem, Peach Jelly Sandwich
harvestcraft:pomegranatejellyitem, Pomegranate Jelly
harvestcraft:pomegranatejellysandwichitem, Pomegranate Jelly Sandwich
harvestcraft:raspberryjellyitem, Raspberry Jelly
harvestcraft:raspberryjellysandwichitem, Raspberry Jelly Sandwich
harvestcraft:starfruitjellyitem, Starfruit Jelly
harvestcraft:starfruitjellysandwichitem, Starfruit Jelly Sandwich
harvestcraft:strawberryjellyitem, Strawberry Jelly
harvestcraft:strawberryjellysandwichitem, Strawberry Jelly Sandwich
harvestcraft:watermelonjellyitem, Watermelon Jelly
harvestcraft:watermelonjellysandwichitem, Watermelon Jelly Sandwich
harvestcraft:bubblywateritem, Bubbly Water
harvestcraft:cherrysodaitem, Cherry Soda
harvestcraft:colasodaitem, Cola Soda
harvestcraft:gingersodaitem, Ginger Ale
harvestcraft:grapesodaitem, Grape Soda
harvestcraft:lemonlimesodaitem, Lemon-Lime Soda
harvestcraft:orangesodaitem, Orange Soda
harvestcraft:rootbeersodaitem, Root Beer
harvestcraft:strawberrysodaitem, Strawberry Soda
harvestcraft:caramelicecreamitem, Caramel Ice Cream
harvestcraft:mintchocolatechipicecreamitem, Mint Chocolate Chip Ice Cream
harvestcraft:strawberryicecreamitem, Strawberry Ice Cream
harvestcraft:vanillaicecreamitem, Vanilla Ice Cream
harvestcraft:gingerchickenitem, Ginger Chicken
harvestcraft:oldworldveggiesoupitem, Old World Veggie Soup
harvestcraft:spicebunitem, Spice Bun
harvestcraft:gingeredrhubarbtartitem, Gingered Rhubarb Tart
harvestcraft:lambbarleysoupitem, Lamb Barley Soup
harvestcraft:honeylemonlambitem, Honey Lemon Lamb
harvestcraft:pumpkinoatsconesitem, Pumpkin Oat Scones
harvestcraft:beefjerkyitem, Beef Jerky
harvestcraft:ovenroastedcaulifloweritem, Oven Roasted Cauliflower
harvestcraft:leekbaconsoupitem, Leek Bacon Soup
harvestcraft:herbbutterparsnipsitem, Herb Butter Parsnips
harvestcraft:scallionbakedpotatoitem, Scallion Baked Potato
harvestcraft:soymilkitem, Soy Milk
harvestcraft:firmtofuitem, Firm Tofu
harvestcraft:silkentofuitem, Silken Tofu
harvestcraft:bamboosteamedriceitem, Bamboo Steamed Rice
harvestcraft:roastedchestnutitem, Roasted Chestnut
harvestcraft:sweetpotatosouffleitem, Sweet Potato Souffle
harvestcraft:cashewchickenitem, Cashew Chicken
harvestcraft:apricotyogurtitem, Apricot Yogurt
harvestcraft:apricotglazedporkitem, Apricot Glazed Pork
harvestcraft:apricotjellyitem, Apricot Jelly
harvestcraft:apricotjellysandwichitem, Apricot Jelly Sandwich
harvestcraft:apricotsmoothieitem, Apricot Smoothie
harvestcraft:figbaritem, Fig Bar
harvestcraft:figjellyitem, Fig Jelly
harvestcraft:figjellysandwichitem, Fig Jelly Sandwich
harvestcraft:figsmoothieitem, Fig Smoothie
harvestcraft:figyogurtitem, Fig Yogurt
harvestcraft:grapefruitjellyitem, Grapefruit Jelly
harvestcraft:grapefruitjellysandwichitem, Grapefruit Jelly Sandwich
harvestcraft:grapefruitsmoothieitem, Grapefruit Smoothie
harvestcraft:grapefruityogurtitem, Grapefruit Yogurt
harvestcraft:grapefruitsodaitem, Grapefruit Soda
harvestcraft:citrussaladitem, Citrus Salad
harvestcraft:pecanpieitem, Pecan Pie
harvestcraft:pralinesitem, Pralines
harvestcraft:persimmonyogurtitem, Persimmon Yogurt
harvestcraft:persimmonsmoothieitem, Persimmon Smoothie
harvestcraft:persimmonjellyitem, Persimmon Jelly
harvestcraft:persimmonjellysandwichitem, Persimmon Jelly Sandwich
harvestcraft:pistachiobakedsalmonitem, Pistachio Baked Salmon
harvestcraft:baconwrappeddatesitem, Bacon Wrapped Dates
harvestcraft:datenutbreaditem, Date Nut Bread
harvestcraft:maplesyruppancakesitem, Maple Syrup Pancakes
harvestcraft:maplesyrupwafflesitem, Maple Syrup Waffles
harvestcraft:maplesausageitem, Maple Sausage
harvestcraft:mapleoatmealitem, Maple Oatmeal
harvestcraft:peachesandcreamoatmealitem, Peaches and Cream Oatmeal
harvestcraft:cinnamonappleoatmealitem, Cinnamon Apple Oatmeal
harvestcraft:maplecandiedbaconitem, Maple Candied Bacon
harvestcraft:toastsandwichitem, Toast Sandwich
harvestcraft:potatoandcheesepirogiitem, Potato and Cheese Pierogi
harvestcraft:zeppoleitem, Zeppole
harvestcraft:sausageinbreaditem, Sausage in Bread
harvestcraft:chocolatecaramelfudgeitem, Chocolate Caramel Fudge
harvestcraft:lavendershortbreaditem, Lavender Shortbread
harvestcraft:beefwellingtonitem, Beef Wellington
harvestcraft:epicbaconitem, Epic Bacon
harvestcraft:manjuuitem, Manjū
harvestcraft:chickengumboitem, Chicken Gumbo
harvestcraft:generaltsochickenitem, General Tso's Chicken
harvestcraft:californiarollitem, California Roll
harvestcraft:futomakiitem, Futo Maki
harvestcraft:vegemiteitem, Vegemite
harvestcraft:honeycombchocolatebaritem, Honeycomb Chocolate Bar
harvestcraft:cherrycoconutchocolatebaritem, Cherry Coconut Chocolate Bar
harvestcraft:fairybreaditem, Fairy Bread
harvestcraft:timtamitem, Tim Tam
harvestcraft:damperitem, Damper
harvestcraft:gherkinitem, Gherkin
harvestcraft:ceasarsaladitem, Caesar Salad
harvestcraft:chaoscookieitem, Chaos Cookie
harvestcraft:chocolatebaconitem, Chocolate Bacon
harvestcraft:lambkebabitem, Lamb Kebab
harvestcraft:nutellaitem, Nutella
harvestcraft:snickersbaritem, Snickers Bar
harvestcraft:steamedspinachitem, Steamed Spinach
harvestcraft:vegemiteontoastitem, Vegemite on Toast
harvestcraft:clamcookeditem, Cooked Clam
harvestcraft:crabcookeditem, Cooked Crab
harvestcraft:crayfishcookeditem, Cooked Crayfish
harvestcraft:frogcookeditem, Cooked Frog Legs
harvestcraft:octopuscookeditem, Cooked Octopus
harvestcraft:scallopcookeditem, Cooked Scallop
harvestcraft:shrimpcookeditem, Cooked Shrimp
harvestcraft:snailcookeditem, Cooked Snail
harvestcraft:turtlecookeditem, Cooked Turtle
harvestcraft:oystercookeditem, Cooked Oyster
harvestcraft:applecideritem, Apple Cider
harvestcraft:bangersandmashitem, Bangers and Mash
harvestcraft:batteredsausageitem, Battered Sausage
harvestcraft:batteritem, Batter
harvestcraft:chorizoitem, Chorizo
harvestcraft:coleslawitem, Coleslaw
harvestcraft:energydrinkitem, Energy Drink
harvestcraft:friedonionsitem, Fried Onions
harvestcraft:mincepieitem, Mince Pie
harvestcraft:onionhamburgeritem, Onion Hamburger
harvestcraft:pepperoniitem, Pepperoni
harvestcraft:pickledonionsitem, Pickled Onions
harvestcraft:porksausageitem, Pork Sausage
harvestcraft:raspberrytrifleitem, Raspberry Trifle
harvestcraft:pumpkinmuffinitem, Pumpkin Muffin
harvestcraft:suaderoitem, Suadero
harvestcraft:turkeyrawitem, Raw Turkey
harvestcraft:turkeycookeditem, Cooked Turkey
harvestcraft:venisonrawitem, Raw Venison
harvestcraft:venisoncookeditem, Cooked Venison
harvestcraft:strawberrymilkshakeitem, Strawberry Milkshake
harvestcraft:chocolatemilkshakeitem, Chocolate Milkshake
harvestcraft:bananamilkshakeitem, Banana Milkshake
harvestcraft:cornflakesitem, Cornflakes
harvestcraft:roastchickenitem, Roast Chicken
harvestcraft:roastpotatoesitem, Roast Potatoes
harvestcraft:sundayroastitem, Sunday Roast
harvestcraft:bbqpulledporkitem, BBQ Pulled Pork
harvestcraft:lambwithmintsauceitem, Lamb with Mint Sauce
harvestcraft:steakandchipsitem, Steak and Chips
harvestcraft:cherryicecreamitem, Cherry Ice Cream
harvestcraft:pistachioicecreamitem, Pistachio Ice Cream
harvestcraft:neapolitanicecreamitem, Neapolitan Ice Cream
harvestcraft:spumoniicecreamitem, Spumoni Ice Cream
harvestcraft:almondbutteritem, Almond Butter
harvestcraft:cashewbutteritem, Cashew Butter
harvestcraft:chestnutbutteritem, Chestnut Butter
harvestcraft:cornishpastyitem, Cornish Pasty
harvestcraft:cottagepieitem, Cottage Pie
harvestcraft:croissantitem, Croissant
harvestcraft:currypowderitem, Curry Powder
harvestcraft:dimsumitem, Dim Sum
harvestcraft:friedpecanokraitem, Fried Pecan Okra
harvestcraft:gooseberryjellyitem, Gooseberry Jelly
harvestcraft:gooseberryjellysandwichitem, Gooseberry Jelly Sandwich
harvestcraft:gooseberrymilkshakeitem, Gooseberry Milkshake
harvestcraft:gooseberrypieitem, Gooseberry Pie
harvestcraft:gooseberrysmoothieitem, Gooseberry Smoothie
harvestcraft:gooseberryyogurtitem, Gooseberry Yogurt
harvestcraft:hushpuppiesitem, Hushpuppies
harvestcraft:kimchiitem, Kimchi
harvestcraft:mochiitem, Mochi
harvestcraft:museliitem, Muesli
harvestcraft:naanitem, Naan
harvestcraft:okrachipsitem, Okra Chips
harvestcraft:okracreoleitem, Okra Creole
harvestcraft:pistachiobutteritem, Pistachio Butter
harvestcraft:porklomeinitem, Pork Lo Mein
harvestcraft:salmonpattiesitem, Salmon Patties
harvestcraft:sausageitem, Sausage
harvestcraft:sausagerollitem, Sausage Roll
harvestcraft:sesameballitem, Sesame Ball
harvestcraft:sesamesnapsitem, Sesame Snaps
harvestcraft:shrimpokrahushpuppiesitem, Shrimp Pork Okra Hushpuppies
harvestcraft:soysauceitem, Soy Sauce
harvestcraft:sweetpickleitem, Sweet Pickle
harvestcraft:veggiestripsitem, Veggie Strips
harvestcraft:vindalooitem, Vindaloo
harvestcraft:applesmoothieitem, Apple Smoothie
harvestcraft:coconutsmoothieitem, Coconut Smoothie
harvestcraft:cranberrysmoothieitem, Cranberry Smoothie
harvestcraft:cranberryyogurtitem, Cranberry Yogurt
harvestcraft:grapesmoothieitem, Grape Smoothie
harvestcraft:pearsmoothieitem, Pear Smoothie
harvestcraft:pearjellyitem, Pear Jelly
harvestcraft:pearjellysandwichitem, Pear Jelly Sandwich
harvestcraft:plumsmoothieitem, Plum Smoothie
harvestcraft:plumjellyitem, Plum Jelly
harvestcraft:plumjellysandwichitem, Plum Jelly Sandwich
harvestcraft:honeysandwichitem, Honey Sandwich
harvestcraft:cheeseontoastitem, Cheese on Toast
harvestcraft:tunapotatoitem, Tuna Potato
harvestcraft:chocolaterollitem, Chocolate Roll
harvestcraft:jamrollitem, Jam Roll
harvestcraft:coconutcreamitem, Coconut Cream
harvestcraft:crackeritem, Cracker
harvestcraft:garammasalaitem, Garam Masala
harvestcraft:paneeritem, Paneer
harvestcraft:gravyitem, Gravy
harvestcraft:mangochutneyitem, Mango Chutney
harvestcraft:marzipanitem, Marzipan
harvestcraft:paneertikkamasalaitem, Paneer Tikka Masala
harvestcraft:peaandhamsoupitem, Pea and Ham Soup
harvestcraft:potatoandleeksoupitem, Potato and Leek Soup
harvestcraft:yorkshirepuddingitem, Yorkshire Pudding
harvestcraft:sesameoilitem, Sesame Oil
harvestcraft:noodlesitem, Noodles
harvestcraft:chickenchowmeinitem, Chicken Chow Mein
harvestcraft:kungpaochickenitem, Kung Pao Chicken
harvestcraft:hoisinsauceitem, Hoisin Sauce
harvestcraft:fivespiceitem, Five Spice
harvestcraft:charsiuitem, Char Siu
harvestcraft:sweetandsoursauceitem, Sweet and Sour Sauce
harvestcraft:sweetandsourchickenitem, Sweet and Sour Chicken
harvestcraft:baconandeggsitem, Bacon and Eggs
harvestcraft:biscuitsandgravyitem, Biscuits and Gravy
harvestcraft:applefritteritem, Apple Fritter
harvestcraft:sweetteaitem, Sweet Tea
harvestcraft:creepercookieitem, Creeper Cookie
harvestcraft:honeybreaditem, Honey Bread
harvestcraft:honeybunitem, Honeybun
harvestcraft:honeyglazedcarrotsitem, Honey Glazed Carrots
harvestcraft:honeyglazedhamitem, Honey Glazed Ham
harvestcraft:honeysoyribsitem, Honey Soy Ribs
harvestcraft:chocovoxelsitem, Choco Voxels Cereal
harvestcraft:cinnamontoastitem, Cinnamon Toast
harvestcraft:cornedbeefitem, Corned Beef
harvestcraft:cottoncandyitem, Cotton Candy
harvestcraft:crackersitem, Crackers
harvestcraft:creeperwingsitem, Creeper Wings
harvestcraft:dhalitem, Dhal
harvestcraft:durianmilkshakeitem, Durian Milkshake
harvestcraft:durianmuffinitem, Durian Muffin
harvestcraft:hotsauceitem, Hot Sauce
harvestcraft:hummusitem, Hummus
harvestcraft:ironbrewitem, Iron Brew
harvestcraft:lasagnaitem, Lasagna
harvestcraft:lemondrizzlecakeitem, Lemon Drizzle Cake
harvestcraft:meatloafitem, Meatloaf
harvestcraft:mushroomlasagnaitem, Mushroom Lasagna
harvestcraft:musselcookeditem, Cooked Mussel
harvestcraft:netherwingsitem, Nether Wings
harvestcraft:pizzasoupitem, Pizza Soup
harvestcraft:poutineitem, Poutine
harvestcraft:salsaitem, Salsa
harvestcraft:sardinesinhotsauceitem, Sardines in Hot Sauce
harvestcraft:teriyakichickenitem, Teriyaki Chicken
harvestcraft:turkishdelightitem, Turkish Delight
harvestcraft:greeneggsandhamitem, Green Eggs and Ham
harvestcraft:theatreboxitem, Theatre Box
harvestcraft:cookiesandmilkitem, Cookies and Milk
harvestcraft:crackersandcheeseitem, Crackers and Cheese
harvestcraft:chickendinneritem, Chicken Dinner
harvestcraft:corndogitem, Corn Dog
harvestcraft:hamandcheesesandwichitem, Ham and Cheese Sandwich
harvestcraft:tunasaladitem, Tuna Salad
harvestcraft:gritsitem, Grits
harvestcraft:buttercookieitem, Butter Cookie
harvestcraft:sugarcookieitem, Sugar Cookie
harvestcraft:potatochipsitem, Potato Chips
harvestcraft:bbqpotatochipsitem, BBQ Potato Chips
harvestcraft:sourcreamandonionpotatochipsitem, Sour Cream and Onion Potato Chips
harvestcraft:cheddarandsourcreampotatochipsitem, Cheddar and Sour Cream Potato Chips
harvestcraft:tortillachipsitem, Tortilla Chips
harvestcraft:chipsanddipitem, Chips and Dip
harvestcraft:cheezepuffsitem, Cheeze Puffs
harvestcraft:surfandturfitem, Surf and Turf
harvestcraft:liverandonionsitem, Liver and Onions
harvestcraft:fortunecookieitem, Fortune Cookie
harvestcraft:deviledeggitem, Deviled Egg
harvestcraft:mozzerellasticksitem, Mozzerella Sticks
harvestcraft:succotashitem, Succotash
harvestcraft:friedgreentomatoesitem, Fried Green Tomatoes
harvestcraft:potatoesobrienitem, Potatoes O'Brien
harvestcraft:tatertotsitem, Tater Tots
harvestcraft:smoresitem, Smores
harvestcraft:steakfajitaitem, Steak Fajita
harvestcraft:ramenitem, Ramen
harvestcraft:misosoupitem, Miso Soup
harvestcraft:onigiriitem, Onigiri
harvestcraft:grilledcheesevegemitetoastitem, Grilled Cheese Vegemite Toast
harvestcraft:monsterfrieddumplingsitem, Monster Fried Dumplings
harvestcraft:crispyricepuffcerealitem, Crispy Rice Puff Cereal
harvestcraft:crispyricepuffbarsitem, Crispy Rice Puff Bar
harvestcraft:babaganoushitem, Baba Ganoush
harvestcraft:berryvinaigrettesaladitem, Berry Vinaigrette Salad
harvestcraft:tomatoherbchickenitem, Tomato Herb Chicken
harvestcraft:pastagardeniaitem, Pasta Gardenia 
harvestcraft:fiestacornsaladitem, Fiesta Corn Salad
harvestcraft:threebeansaladitem, Three Bean Salad
harvestcraft:sweetandsourmeatballsitem, Sweet and Sour Meatballs
harvestcraft:pepperjellyitem, Pepper Jelly
harvestcraft:pepperjellyandcrackersitem, Pepper Jelly and Crackers
harvestcraft:saltedcaramelitem, Salted Caramel
harvestcraft:spidereyepieitem, Spider Eye Pie
harvestcraft:cheesyshrimpquinoaitem, Cheesy Shrimp Quinoa
harvestcraft:bulgogiitem, Bulgogi
harvestcraft:omuriceitem, Omurice
harvestcraft:pemmicanitem, Pemmican
harvestcraft:driedsoupitem, Dried Soup
harvestcraft:crabkimbapitem, Crab Kimbap
harvestcraft:froglegstirfryitem, Frog Leg Stirfry
harvestcraft:haggisitem, Haggis
harvestcraft:chickenkatsuitem, Chicken Katsu
harvestcraft:chocolateorangeitem, Chocolate Orange
harvestcraft:festivalbreaditem, Festival Bread
harvestcraft:fruitcreamfestivalbreaditem, Fruit Cream Festival Bread
harvestcraft:phoitem, Pho
harvestcraft:bubbleteaitem, Bubble Tea
harvestcraft:duckrawitem, Raw Duck
harvestcraft:duckcookeditem, Cooked Duck
harvestcraft:wontonsoupitem, Wonton Soup
harvestcraft:springrollitem, Spring Rolls
harvestcraft:meatystirfryitem, Meaty Stirfry
harvestcraft:potstickersitem, Pot Stickers
harvestcraft:orangeduckitem, Orange Duck
harvestcraft:pekingduckitem, Peking Duck
harvestcraft:stuffedduckitem, Stuffed Duck
harvestcraft:rouxitem, Roux
harvestcraft:candiedpecansitem, Candied Pecans
harvestcraft:stuffingitem, Stuffing
harvestcraft:greenbeancasseroleitem, Green Bean Casserole
harvestcraft:hamandpineapplepizzaitem, Ham and Pineapple Pizza
harvestcraft:cobblestonecobbleritem, Cobblestone Cobbler
harvestcraft:crayfishsaladitem, Crayfish Salad
harvestcraft:cevicheitem, Ceviche
harvestcraft:bakedcactusitem, Baked Cactus
harvestcraft:garlicsteakitem, Garlic Steak
harvestcraft:mushroomsteakitem, Mushroom Steak
harvestcraft:hotdishcasseroleitem, Hot Dish Casserole
harvestcraft:sausagebeanmeltitem, Sausage Bean Melt
harvestcraft:mettbrotchenitem, Mettbrötchen
harvestcraft:porkrindsitem, Pork Rinds
harvestcraft:cracklinsitem, Cracklins
harvestcraft:chorusfruitsoupitem, Chorus Fruit Soup
harvestcraft:akutuqitem, Akutuq
harvestcraft:cantonesegreensitem, Cantonese Greens
harvestcraft:earlgreyteaitem, Tea, Earl Grey, Hot
